amount,industry,dma,gender
29.35,251,5071,0
317.86,251,5071,0
48.43,7281,5071,0
130,9031,5071,0
620.6,4121,5071,0
149.99,9861,5071,2
12,441,5071,2
459.48,871,5081,0
189.6,1071,5081,0
10.59,9761,5081,2
21.19,9861,5081,0
1.07,101,5081,0
30.39,7281,5081,0
294.25,4281,5081,0
64.95,9861,5081,0
40.97,1701,5081,0
12.48,5181,5081,0
3.3,4371,5081,0
72.05,101,5081,0
31.74,101,5081,0
116.83,2201,5081,0
91.4,5181,5081,0
8.09,101,5081,0
18.18,8141,5081,0
30,3001,5081,0
54.44,5181,5081,0
61.21,9951,5081,0
115,7651,5081,0
6.41,4071,5081,0
35.05,7281,5081,0
30,3561,5081,0
23.8,9761,5081,0
28.4,7291,5081,0
307.88,4001,5081,0
6.5,101,5081,0
9.99,6741,5081,0
32.36,3561,5081,0
100.17,4041,5081,0
2500,6361,5081,0
45.56,6661,5081,0
1.29,9761,5081,0
4.75,1701,5081,0
426.66,871,5081,0
10.5,5161,5081,0
107.3,361,5081,0
121.18,4021,5081,0
227.5,5701,5081,0
10.97,101,5081,0
12.25,441,5081,0
6.47,1701,5081,0
21.72,7561,5081,0
17.97,9861,5081,0
307.52,9861,5081,0
34.38,9861,5081,0
6.42,4361,5101,0
20.73,4571,5101,0
33.36,101,5101,0
1.18,5181,5101,0
22.47,101,5101,0
35,9241,5101,0
35.98,101,5101,0
0.14,4671,5101,0
51.94,101,5101,0
13.74,3561,5101,0
4.51,4571,5101,0
13.48,7281,5101,0
183.6,4631,5101,0
78.28,101,5101,0
89.42,3541,5101,0
508.63,4111,5101,1
129.59,4281,5101,0
169.26,3351,5101,0
33.85,3541,5101,0
98.26,5181,5101,0
1.65,6441,5101,0
2431,9651,5101,0
3.27,4991,5101,0
0.9,6441,5101,0
5.84,101,5101,0
31.4,1701,5101,0
250.7,2271,5101,0
214.8,8891,5101,0
32.1,6991,5101,0
179,101,5101,0
317.86,3541,5101,0
15.99,6141,5101,0
257.98,3001,5101,0
42.28,101,5101,0
203.49,5561,5101,0
577.98,3001,5101,0
68.98,5561,5101,0
5,9861,5101,0
10.2,4371,5101,0
46.37,101,5101,0
85.7,4471,5101,0
340.36,7421,5111,1
143.86,4651,5111,2
45.25,1701,5111,0
32.84,5181,5111,0
11.75,3971,5111,1
594.95,6361,5111,0
176.72,101,5111,1
14.9,3971,5111,2
291.96,5841,5111,0
8.46,1701,5111,1
25,1701,5111,1
19.99,9761,5111,2
12.93,6741,5111,0
9.41,3971,5111,0
32.16,3561,5111,0
4,5181,5111,2
27.97,9031,5111,1
15,3971,5111,1
1.13,3981,5111,1
132,1571,5111,0
84,101,5111,0
7.41,8961,5111,1
16,6391,5111,0
32.83,4281,5111,0
17.99,9861,5111,2
2.76,9311,5111,0
99.67,4371,5111,0
0.68,3981,5111,1
84.73,4431,5111,2
10.63,3971,5111,0
324.36,4141,5111,0
62.03,5181,5111,1
216,2251,5111,2
312.83,2361,5111,1
240.44,5181,5111,1
149.7,8961,5111,1
7.39,101,5111,1
88.31,1361,5111,2
100,101,5111,0
19.8,1701,5111,1
9.78,101,5111,0
11.7,4071,5111,2
44.61,101,5111,0
14.87,101,5111,0
25.47,4281,5111,2
10.45,1701,5111,1
3483.16,4631,5111,0
10.59,4071,5111,2
110.85,8921,5111,1
120.83,4371,5111,0
337.51,9861,5111,0
14.74,3971,5111,2
14.99,9761,5111,1
123.46,101,5111,1
40,101,5111,0
77.96,3541,5111,0
31.78,4451,5111,0
30,3601,5111,2
3,6391,5111,0
123.13,3351,5111,0
17.2,5161,5111,1
228.09,9861,5111,0
73.3,9751,5111,0
65.07,4361,5111,0
2.11,441,5111,1
106,4471,5111,0
53.85,101,5111,0
45.22,3971,5111,1
6.81,9861,5111,0
16,6391,5111,0
14.29,101,5111,2
2.33,4571,5111,0
225.52,2281,5111,0
39,6031,5111,0
188.81,2271,5111,0
7.14,3971,5111,0
366.19,4651,5111,0
25,3001,5111,1
100,9261,5111,0
49.38,9861,5111,0
146.3,5181,5111,2
9.99,9761,5111,0
64,4111,5111,0
10.79,6991,5111,0
2,3971,5111,0
289.99,4881,5111,0
962.29,161,5111,0
0.99,9761,5111,0
28.99,3001,5111,1
68.54,101,5111,0
214.2,5981,5111,0
47.97,4571,5111,0
286,2531,5111,1
7.97,9861,5111,0
172.04,8471,5111,0
278,9371,5111,0
18.35,9241,5111,0
11.64,101,5111,0
120.39,101,5111,2
1,1701,5111,0
90.09,4151,5111,0
60,4121,5111,0
76.3,441,5111,2
527.93,4151,5111,0
1020,9151,5111,2
91.24,4291,5111,0
34.35,9861,5111,0
27.65,5181,5111,2
10.99,981,5111,2
11.21,1701,5111,2
786.7,8881,5111,0
99,9861,5111,0
166.11,6151,5111,0
8.54,101,5111,0
15.99,6171,5111,2
9.99,9761,5111,0
76.84,9861,5111,0
122.5,7071,5111,2
29.87,9861,5111,0
48.54,9861,5111,0
42.83,9861,5111,0
11.98,5841,5111,0
28.79,9861,5111,0
41.42,101,5111,1
25.96,6491,5111,1
16.93,9861,5111,0
8.25,101,5111,2
1032.71,5181,5111,0
30.72,4981,5111,0
191.97,441,5111,0
21.39,5841,5111,0
110.1,5181,5111,1
56.19,7281,5111,0
1649.43,351,5111,2
42,3561,5111,0
69,9391,5111,0
92.34,9861,5111,1
240.39,4151,5111,1
28.25,1701,5111,2
15.29,1701,5111,0
30.01,7291,5111,0
0.99,9761,5111,0
6,3351,5111,0
16,6391,5111,0
12,9151,5111,0
108.07,3971,5111,0
39.91,7291,5111,0
23.36,9861,5111,1
69.94,441,5111,0
40,3001,5111,1
100,9931,5111,0
18,7561,5111,0
84.79,4071,5111,2
38.06,101,5111,0
21.6,9861,5111,1
2.74,3971,5111,0
635.99,4071,5111,0
42.45,9861,5111,1
8.43,1701,5111,0
45.64,7291,5111,0
48.72,1701,5111,0
24.04,1701,5111,1
7.82,5181,5111,0
14.99,9761,5111,1
30.5,101,5111,0
32.08,5181,5111,0
122.57,5181,5111,0
14.74,9761,5111,1
10.77,4371,5111,1
264.28,2281,5111,0
10.97,7291,5111,0
103.2,2511,5111,0
23.17,5181,5111,0
29.2,1701,5111,0
112.2,2511,5111,0
15.56,101,5111,0
26.82,7291,5111,0
25,1701,5111,0
10,2581,5111,0
20,2581,5111,0
1.95,9761,5111,0
7.49,9761,5111,1
33.97,3971,5111,0
4.21,3971,5111,0
78.2,3241,5111,1
4.04,3971,5111,0
10000,9021,5111,0
5.65,3601,5111,0
18,5181,5111,0
25,6821,5111,0
134.09,5021,5111,0
10.05,3971,5111,0
667.5,9671,5111,0
35,3601,5111,1
22.85,5181,5111,0
104.54,1991,5111,0
68.04,3971,5111,0
830.28,871,5111,0
43.67,3561,5111,0
13.8,3971,5111,0
18.47,5181,5111,0
33.41,101,5111,0
32.46,4571,5111,0
2,3971,5111,0
47.37,3561,5111,0
14.65,3561,5111,0
5.49,7291,5111,0
101.46,6151,5111,1
65.7,441,5111,1
22.43,101,5111,0
21.16,9861,5111,0
19.07,9861,5111,0
75,7571,5111,2
475.3,351,5111,2
9.7,6991,5111,0
97.47,4291,5111,0
46.67,4571,5111,0
32.47,9861,5111,0
70.2,7571,5111,0
35.1,7571,5111,0
19.06,4271,5111,0
14.99,821,5111,0
13.57,4291,5111,0
74.19,4411,5111,0
122.35,6161,5111,0
14.31,5181,5111,0
5913.1,1321,5111,0
29.68,9861,5111,0
229.39,1321,5111,0
10.56,4571,5111,0
15.67,9861,5111,0
50.96,1701,5111,0
9.22,3971,5111,0
243.74,4291,5111,0
5.42,3561,5111,0
1.69,4571,5111,0
9.24,4601,5111,0
20.15,1701,5111,0
4,6391,5111,0
29.13,5181,5111,0
1000,7091,5111,0
391.5,2391,5111,0
15,6391,5111,0
54.7,8921,5111,0
63.6,6991,5111,0
76.27,4271,5111,0
3107,5211,5111,0
242.32,8941,5111,0
2353,5211,5111,0
4.8,3981,5111,0
5,3971,5111,0
12.75,3971,5111,0
5.05,3981,5111,0
2.75,3981,5111,0
9.04,3971,5111,0
14.95,9761,5111,0
2760,4991,5111,0
34.58,5181,5111,0
3078.49,8921,5111,0
76.82,3561,5111,0
95.71,3561,5111,0
43.3,101,5121,0
95,6391,5121,0
26.7,9711,5121,1
14,3001,5121,2
334.96,4561,5121,1
12.5,3971,5121,0
7,3001,5121,2
10.35,3971,5121,0
40.66,3561,5121,0
5.35,1211,5121,0
80,7091,5121,0
390,6391,5121,0
56.38,3561,5121,0
50.03,4901,5121,0
40.27,4271,5121,0
25.25,3561,5121,0
101.39,4181,5121,0
160,6391,5121,0
12.88,1701,5121,0
11.93,101,5121,0
217,4291,5121,0
46.87,7281,5121,0
14.95,9761,5121,1
4.44,1701,5121,0
14.99,6741,5121,0
13.81,101,5121,0
12,6991,5121,0
7.4,7281,5121,0
5.17,1701,5121,0
6.58,441,5121,0
22,6991,5121,0
30.1,2581,5121,0
15.85,9861,5121,0
1.24,3601,5121,0
64.09,9861,5121,0
18.13,5181,5121,0
41.68,3971,5121,0
114.71,9671,5121,0
42.2,3971,5121,0
19.49,9861,5121,0
50,9861,5121,0
22,6391,5121,0
18.36,9861,5121,0
21,6391,5121,0
67.75,101,5121,0
38.07,4291,5121,0
164.91,5181,5121,0
1.73,7281,5141,2
17.92,7281,5141,2
100.76,9861,5141,0
20,101,5141,0
39.74,3561,5141,0
27.19,101,5141,0
190.39,5181,5141,0
277.24,1151,5141,0
8.81,1701,5141,0
165.89,5181,5141,0
34.14,3561,5141,0
4.96,1701,5141,0
154.44,2271,5141,0
34.48,2271,5141,0
6350,7821,5151,0
428.34,4671,5151,0
1308,7571,5151,0
154.51,101,5151,0
182.11,5181,5151,1
60.78,5181,5151,1
4.27,9761,5151,1
11.74,101,5151,0
37.39,3561,5151,0
71.22,4651,5151,0
725.09,4291,5151,0
49.18,351,5151,0
39.75,191,5151,0
165.36,8961,5151,0
3.17,7281,5151,0
7.99,6161,5151,0
20.88,6131,5161,0
21.19,3351,5161,0
3.73,6131,5161,0
3.97,6131,5161,0
13.98,4291,5161,0
99,7091,5171,1
96,9071,5171,1
60.22,5181,5171,1
203.4,191,5171,1
20.55,9861,5171,1
87.93,2151,5171,1
39.99,6161,5171,1
24,8701,5171,1
10,101,5171,1
205,6271,5171,1
15.99,101,5171,1
55.78,9861,5171,0
90.07,4991,5171,1
111.8,4121,5171,0
9.14,9861,5171,1
38.59,4001,5171,1
109.19,251,5171,0
46.32,101,5171,0
60.53,4431,5171,1
14.04,1701,5171,0
86.36,5611,5171,1
4.28,4431,5171,1
563.75,6991,5171,0
10.51,9861,5171,1
20.96,9861,5171,0
320.77,4041,5171,1
32.81,9861,5171,0
10.92,9861,5171,0
90,4571,5171,0
45.05,9861,5171,0
30,3001,5171,0
868.54,9861,5171,0
210,9861,5171,0
65,7651,5171,1
9.64,9761,5171,1
109,5181,5171,1
44.89,7291,5171,1
45.03,441,5171,1
95,6031,5171,1
14.95,8701,5181,0
31.43,6441,5181,0
214.57,4281,5181,0
2.41,4371,5181,0
16.19,9861,5181,0
13.78,6961,5181,0
10.66,3841,5181,0
19.88,1701,5181,0
45.91,9951,5191,0
762.23,9951,5191,0
9.95,5521,5191,2
120.94,5181,5191,0
22.88,7281,5191,2
113.34,9861,5191,0
45.95,9081,5191,0
257,361,5191,0
65.39,101,5191,0
16.59,9861,5191,0
49.16,5181,5191,0
183.12,4131,5191,0
42.29,4581,5191,0
53.54,441,5191,0
590.15,4651,5191,0
217.73,4111,5191,0
218.47,101,5191,0
6.53,9761,5191,1
38.15,2161,5191,1
30.5,251,5191,1
9512.44,8961,5201,0
421.71,6601,5201,0
37.48,5181,5201,0
65.2,5181,5201,0
97.19,9861,5201,0
51.02,101,5201,0
44.63,3561,5201,1
6.41,9861,5201,1
71.05,5181,5201,0
19.48,3971,5211,2
30.9,3971,5211,2
56.13,4571,5211,0
135.74,6171,5211,0
11.42,3971,5211,0
20.3,1151,5211,0
0.99,9761,5211,0
37.55,101,5211,0
16.07,9711,5211,0
50,3601,5211,0
24.79,9711,5211,0
29.99,6161,5211,0
76.8,101,5211,0
126.16,6161,5211,0
180.63,101,5211,0
16.04,9761,5211,0
34.4,4571,5211,1
47.73,5181,5211,1
11.9,101,5211,0
17.75,7281,5211,0
1.34,6441,5211,0
2.2,6441,5211,0
77.04,4991,5211,0
23.46,3561,5211,0
21.59,4651,5221,0
8.62,4571,5221,0
20.51,4171,5221,0
8.3,7281,5221,0
12.23,1701,5221,0
20,7281,5231,0
47.7,5181,5231,0
179.33,4111,5231,1
149.99,4991,5231,1
13.24,5181,5241,1
15.18,101,5241,1
2899.24,3081,5241,1
79.47,4371,5241,0
169,7091,5241,1
7.25,101,5241,1
933.19,4291,5241,0
17.99,9861,5241,1
118.95,7821,5241,1
245,4181,5241,0
25.83,4651,5241,0
31.99,9861,5241,0
37.64,3561,5241,1
14.99,9861,5241,1
14.99,3841,5241,0
19.61,1701,5241,0
34.97,9861,5241,1
36.84,4271,5241,1
12.39,1701,5241,0
65,3431,5241,0
39.96,8961,5241,1
30.36,6311,5241,0
127.19,5621,5241,0
110.72,5181,5241,0
98.57,9081,5241,1
45,7281,5241,1
97.31,5551,5241,2
311.01,441,5241,0
10.5,6491,5241,1
44,2731,5241,2
731.41,2271,5241,1
11.03,5181,5241,1
128.04,9671,5241,1
57,9761,5241,0
25.63,1701,5241,1
43,6031,5241,1
67.68,4271,5241,1
155.61,101,5241,1
8.99,9761,5241,0
530.75,4371,5241,1
268.05,2271,5241,0
2.51,1701,5241,0
26.59,9861,5241,0
5.38,5181,5241,0
5,7291,5241,0
176.23,9071,5241,1
106.62,9861,5241,0
272,9071,5241,0
22,2271,5241,0
100,4991,5241,0
12.09,5181,5241,0
3.43,9981,5241,0
3.13,1701,5241,0
50,101,5241,1
46.23,3561,5241,0
124.09,4571,5241,0
15.92,6491,5241,1
26.73,4571,5241,1
8.79,1701,5241,1
25.87,251,5241,0
55.69,4991,5241,0
13.99,981,5241,1
3.19,1701,5241,1
49.99,9861,5241,0
5.87,1701,5241,0
100,5041,5241,0
26.5,7651,5241,0
238.66,101,5241,2
26.7,9861,5241,0
53.04,7281,5241,1
161.68,4431,5241,0
12.93,1701,5241,0
129.95,9861,5241,0
32.64,101,5241,0
19.52,4361,5241,2
38,6391,5241,0
72.2,9261,5241,2
49.8,5181,5241,1
34.74,3971,5241,0
2899.2,3081,5241,1
35,6031,5241,0
55.63,4181,5241,0
330.4,3001,5241,0
199.99,3641,5241,0
42.78,3561,5241,0
107.45,2271,5241,0
25.55,251,5241,2
64.1,4271,5241,1
333.07,5181,5241,0
9.99,9761,5241,0
31.09,7281,5241,1
68.98,3001,5241,0
0.28,4571,5241,0
90.33,5181,5241,0
87.98,3001,5241,0
0.99,6741,5241,0
34.83,4121,5241,2
9.3,841,5241,0
111.67,5181,5241,0
40.41,4271,5241,1
9.99,9761,5241,0
420.4,3001,5241,0
13.99,9861,5241,0
45.03,2001,5241,0
20,7281,5241,2
89.89,4291,5241,1
20,9861,5241,1
131.71,4651,5241,2
567.05,4691,5241,0
38.98,9861,5241,0
417.23,6171,5241,0
61.27,6961,5241,0
15.76,1701,5241,0
47.91,6991,5241,0
14.99,9761,5241,1
50.47,101,5241,0
77.07,9861,5241,0
23.32,251,5241,1
248.83,9861,5241,0
9.47,9861,5241,1
11,3001,5241,0
27.4,9861,5241,1
105.84,4071,5241,0
14.66,5181,5241,0
23.43,5181,5241,0
55.27,5181,5241,0
105.95,4571,5241,2
136.31,5181,5241,0
36.01,5181,5241,0
38.95,9861,5241,1
26.45,9951,5241,1
50.99,6161,5241,1
5,6391,5241,1
96.22,101,5241,0
447,6131,5241,1
11.99,9761,5241,2
14.99,9861,5241,2
32.46,101,5241,1
33.98,101,5241,1
16.95,4371,5241,1
27.9,9861,5241,1
109.02,101,5241,1
54.36,4371,5241,1
26.32,9861,5241,2
64.98,9861,5241,1
180,7751,5241,1
20.31,4151,5241,2
5821.2,5551,5241,1
75.25,3971,5241,1
109.42,831,5241,1
28.99,3891,5241,2
170,6131,5241,1
8.31,1701,5241,1
30,9151,5241,0
239.97,6131,5241,0
33.19,3561,5241,0
155.5,4271,5241,0
6.81,101,5241,0
1670,6991,5241,1
65.19,6051,5241,0
268.8,5991,5241,0
1103.98,831,5241,1
187.4,3001,5241,0
19.02,3561,5241,1
440,9761,5241,0
63.59,4471,5241,1
43,3351,5241,0
96,831,5241,1
37.97,241,5241,1
90,9241,5241,0
24.11,9861,5241,0
28.99,6211,5241,0
36.7,5181,5241,2
8.63,5181,5241,2
29.15,4651,5241,2
24.97,9861,5241,1
5.91,9861,5241,1
212.78,3241,5241,1
409.98,251,5241,1
608.45,251,5241,1
274.46,6761,5241,0
24.77,6491,5241,1
196.25,9861,5241,1
102.86,5701,5241,1
30.99,9861,5241,1
150.1,9861,5241,1
9.99,9861,5241,1
14.99,9861,5241,1
100,9261,5271,0
48.06,5181,5281,1
5,3351,5281,1
372.77,6171,5281,1
60.1,5181,5281,1
18.27,251,5281,1
30.23,5181,5281,0
56.5,5561,5281,0
387.99,101,5281,0
100,5981,5281,2
6.24,3971,5281,1
34.3,9081,5281,1
25.2,4901,5281,0
83.18,9711,5281,0
7.02,3971,5281,1
14.73,4171,5281,0
15.12,981,5281,0
111.26,1811,5281,0
9.45,101,5281,0
20,3601,5281,1
33.11,6991,5281,2
16.09,101,5281,1
3.23,1701,5281,1
8667.62,6581,5281,0
200.32,2151,5281,1
151.16,5181,5281,0
52,6131,5281,1
31.47,5181,5281,1
76.53,4291,5281,2
49.99,6771,5281,1
363.78,5041,5281,1
149.8,4631,5281,0
100,9861,5281,1
11.78,3971,5281,0
5.08,2271,5281,0
20.07,101,5281,0
14.99,3971,5281,0
22.71,9861,5281,0
3.37,441,5281,0
20,7281,5281,0
120,9241,5281,0
16.15,101,5281,0
21.01,3971,5281,0
14.91,1701,5281,0
82.58,4671,5281,0
29.98,9861,5281,1
63.5,4121,5281,1
374.5,4161,5281,0
4.99,9761,5281,1
125.84,4121,5281,0
61.08,5181,5281,1
31.53,5181,5281,1
76.29,101,5281,0
845.3,4161,5281,0
121.19,5611,5281,2
21.4,251,5281,1
58.51,3561,5281,2
54.06,9861,5281,0
35,3561,5281,2
18.84,4121,5281,1
57.14,101,5281,1
25.69,9751,5281,1
2.16,5181,5281,1
10.54,101,5281,1
29.99,9761,5281,0
329.6,6991,5281,0
18.25,7281,5281,2
908.49,5211,5281,0
3.23,6961,5281,1
124.99,9861,5281,1
59.94,9951,5281,1
79.65,6161,5281,0
524.7,9861,5281,1
19.06,5181,5281,0
45,3001,5281,2
81.34,5181,5281,1
42.8,9101,5281,1
50,9671,5281,0
15.47,9861,5281,1
71.5,7511,5281,1
2.78,1701,5281,2
24,3561,5281,1
25.9,9861,5281,1
13.99,9861,5281,0
11.99,6161,5281,1
5.34,3601,5281,0
21.05,3561,5281,0
9.99,9761,5281,2
20,6031,5281,1
31.04,1701,5281,0
71.67,7091,5281,0
12.31,3451,5281,0
21.39,4431,5281,0
20.1,3561,5281,2
11.15,101,5281,0
62.01,7291,5281,1
78.42,4561,5281,0
64.91,5181,5281,1
18.51,1701,5281,0
160.78,101,5281,0
43.35,5181,5281,1
24.96,5181,5281,2
13.91,6961,5281,0
165.85,8471,5281,0
35.17,1701,5281,0
24.04,5181,5281,1
24.09,3561,5281,1
59.9,251,5281,1
5.15,3561,5281,2
316,351,5281,0
6.11,1701,5281,0
54.46,4651,5281,0
63.13,9861,5281,2
5,8311,5281,0
278.75,251,5281,0
40.26,4071,5281,1
49.95,6131,5281,0
20.59,3971,5281,1
39.38,3561,5281,0
19.06,9861,5281,0
108.13,1151,5281,1
13.85,9861,5281,1
27.98,6581,5281,0
9,9861,5281,0
4.99,8311,5281,0
13.61,101,5281,0
11.88,981,5281,0
43.17,4281,5281,0
57.4,7571,5281,1
45.23,6991,5281,2
74.9,7091,5281,0
247.2,6741,5281,0
31.74,8471,5281,0
60,1701,5281,1
42.85,9101,5281,1
72.77,5181,5281,0
2900,7661,5281,0
419.25,3351,5281,1
20.09,7281,5281,0
863.49,4151,5281,0
24.81,4291,5281,0
48.18,101,5281,0
6.41,101,5281,0
134,7651,5281,0
218.45,3351,5281,0
39.3,251,5281,1
15,2161,5281,0
139.52,6991,5281,0
20,3601,5281,1
39.78,1701,5281,0
150,4571,5281,0
39.12,101,5281,0
20,6361,5281,0
28.8,1701,5281,0
5.57,4291,5281,0
80.96,1701,5281,1
20,3601,5281,1
35.17,9711,5281,0
12.84,441,5281,1
10.09,3561,5281,1
45,9001,5281,0
125.54,4041,5281,0
25,3601,5281,0
45.59,3561,5281,1
1904.22,5041,5281,0
0.99,9761,5281,0
10.72,251,5281,2
13.37,8491,5281,0
94.08,4671,5281,0
79,7091,5281,0
10.28,101,5281,0
2.21,4571,5281,0
15,5611,5281,0
35.37,4621,5281,0
1.5,3351,5281,0
53.9,4121,5281,1
100.36,101,5281,0
37.83,101,5281,0
13.23,4621,5281,0
51.46,101,5281,0
54.4,9861,5281,0
8.41,1701,5281,0
3.35,3351,5281,0
1949.05,4881,5281,0
83.77,5211,5281,0
74.9,5221,5281,0
4.99,5611,5281,0
147.2,6171,5281,0
17.89,1701,5281,0
6.3,1701,5281,0
17.42,9861,5281,0
473.01,3351,5281,1
1454.74,7821,5281,0
400.61,3241,5281,0
19.99,9981,5281,0
806.27,3351,5281,1
47.14,3561,5281,0
2.99,9761,5281,0
6.83,1701,5281,0
139.75,3351,5281,1
10.99,4021,5281,0
47.43,191,5281,0
31.99,9861,5281,0
201.15,6131,5281,0
22.46,9861,5281,1
16,6031,5281,0
130.55,3431,5281,0
482.07,2281,5281,2
14.99,9761,5281,0
1473.27,8931,5281,0
22.05,7281,5281,0
6,1691,5281,0
26.78,4571,5281,0
234.24,4451,5281,2
13.19,3971,5281,0
70,4571,5281,0
0.99,9761,5281,0
52.61,7281,5281,0
14,3431,5281,0
65.61,3561,5281,2
47,7291,5281,0
8.8,9861,5281,0
48,6131,5281,1
104.94,101,5281,0
25,3601,5281,2
115.14,251,5281,2
16.99,9861,5281,1
1.28,4271,5281,0
43.21,4181,5281,0
43.46,441,5281,0
24.95,4631,5281,0
187.46,5181,5281,1
635.16,4281,5281,0
2.45,1701,5281,0
31.24,4361,5281,1
10.99,9861,5281,1
37,3561,5281,0
35.71,5181,5281,0
35.8,5241,5281,0
96.29,5061,5281,1
16.49,4291,5281,1
117.63,6211,5281,0
22.99,101,5281,1
62.46,6161,5281,1
14,3431,5281,0
423.56,101,5281,0
19.26,6031,5281,0
360,7651,5281,0
21.06,101,5281,1
1.88,4671,5281,0
1526.15,101,5281,0
21,9671,5281,0
69.36,101,5281,0
310.43,101,5281,0
22.13,9861,5281,0
30,3001,5281,0
5.99,9861,5281,0
28.58,4121,5281,0
23.76,101,5281,1
9.11,101,5281,0
9.99,9761,5281,0
45,6031,5281,0
498,1571,5281,0
54.83,9861,5281,0
2.24,1701,5281,0
36.59,9861,5281,0
38.83,1701,5281,1
342.15,5041,5281,0
60,7481,5281,0
107.5,4411,5281,0
44.72,3561,5281,0
54.98,101,5281,0
13.97,5181,5281,0
16.08,251,5281,2
32.9,4201,5281,1
11.82,981,5281,0
11.39,4291,5281,0
20.51,5181,5281,2
31.67,101,5281,0
15.49,4121,5281,2
68.08,4121,5281,0
39.87,191,5281,2
32.09,7091,5281,0
9.72,1701,5281,0
17.91,3971,5281,0
19.52,3561,5281,0
106.95,6161,5291,2
10,7821,5291,0
64.55,4071,5291,0
150,3561,5291,0
245.96,3001,5291,0
50.31,4571,5291,0
15,7821,5291,0
295.73,5041,5291,0
34.69,4291,5291,0
785.97,4041,5291,0
133,4071,5291,0
36.94,6991,5291,0
20.45,3561,5291,0
16.64,9861,5291,0
280.9,4121,5291,1
21.58,4291,5291,0
95,5991,5291,0
118.72,4151,5291,0
63.6,4121,5291,1
14.94,3561,5291,0
9.99,9761,5291,0
122.48,101,5291,2
148.84,8921,5291,2
120.52,8921,5291,2
63.59,6741,5291,0
65.92,5181,5301,0
29.49,7291,5301,0
69.27,101,5301,1
145.34,9861,5301,1
16.31,1701,5301,1
29.43,1571,5301,1
59.99,6991,5301,0
2.5,3891,5301,1
4.99,9761,5301,0
21.62,4671,5301,1
1405.5,5211,5301,0
40.45,1571,5301,1
1257.31,2551,5301,0
3.75,9751,5301,0
12.65,6131,5311,1
136.4,251,5321,1
14.68,9761,5321,0
19112.06,4131,5321,0
195,6991,5321,0
38,4571,5321,1
63.71,4291,5321,0
51.75,3561,5321,1
250,9151,5321,0
200,101,5321,0
468.85,101,5321,0
360,9081,5321,0
504.52,8891,5321,0
12.77,9761,5321,0
23.14,9951,5321,0
11.95,9761,5321,0
172.44,441,5321,0
29.28,7281,5321,0
99,6991,5321,0
688.88,9861,5321,0
9.95,9761,5321,0
164.72,3541,5321,2
15.15,7281,5321,2
57.46,5181,5321,2
57.36,9861,5321,2
10,4881,5321,0
114.76,4571,5321,2
39,2581,5321,0
158.81,6161,5331,1
9.41,1701,5331,0
1,981,5331,0
26.28,101,5331,0
8.07,981,5331,1
3.02,9761,5331,1
28.99,4151,5331,1
51.54,5181,5331,1
50.19,3561,5331,1
99,8731,5331,0
17.07,6991,5331,0
1.52,4571,5331,0
4.41,1701,5331,1
10.09,9761,5331,0
20,7221,5331,0
39.99,6141,5331,0
27.4,3561,5331,0
554.02,6031,5331,1
6.99,6851,5331,0
39.03,9761,5331,0
40.09,5181,5331,1
11.1,1701,5331,0
5.84,1701,5331,0
11.28,9861,5331,1
24.68,3561,5331,0
23.99,9861,5331,1
252.21,4431,5331,0
54.44,2991,5331,1
39.03,6031,5331,0
175,6031,5331,0
37.92,3971,5331,1
12.18,1701,5331,0
76.86,5561,5331,0
4.25,6961,5331,1
78.88,5561,5331,0
79.24,5561,5331,0
18.76,1701,5331,1
30.85,191,5331,0
8.5,4651,5331,2
9.8,101,5331,1
20.39,5181,5331,0
6.41,6961,5331,2
11.06,1701,5331,1
20.74,3561,5331,1
10.09,9761,5331,0
34.99,9861,5331,2
9.44,101,5331,1
12.33,5181,5331,1
500,101,5331,0
35.7,3971,5331,2
96.75,9861,5331,0
28,3561,5331,1
40.4,251,5331,0
32.99,101,5331,0
131.81,4121,5331,0
30.55,5181,5331,0
42.25,3561,5331,0
107.74,101,5331,0
45.79,7221,5331,1
77.33,4581,5331,1
10,6561,5331,1
44.7,101,5331,0
70.6,4141,5331,0
148.88,441,5331,0
24,6671,5331,0
47.18,6991,5341,0
29.99,4691,5341,0
9.86,9761,5341,2
18.24,3971,5341,0
4.51,9761,5341,0
18.88,4571,5341,1
51.04,9861,5341,0
16.75,6211,5341,0
13.65,9751,5341,1
192.06,4651,5341,1
16.04,2161,5341,1
15.97,9861,5341,0
41.4,5161,5341,0
23.96,3561,5341,1
73,4881,5341,0
21.35,9861,5341,1
53.63,6991,5341,0
19.28,4571,5341,0
2500,9761,5341,0
20.91,6161,5341,0
28.75,251,5341,1
30,7281,5341,0
49.09,5181,5341,1
154.68,2281,5341,0
65.62,4111,5341,0
19.97,4111,5341,0
85.64,101,5341,0
40.65,6211,5341,1
129.61,6161,5341,0
30,6031,5341,0
25,9861,5341,1
50,3601,5341,0
95.2,3001,5341,0
158.3,9861,5341,0
20.27,9861,5341,0
29,3561,5341,0
160.5,8701,5341,0
186.67,101,5341,2
501.61,9001,5341,2
70.99,6161,5341,0
545.03,6601,5341,0
28.31,3561,5341,0
6.5,6961,5341,2
362.06,4291,5341,1
65.21,9861,5341,1
7.21,5181,5341,0
17.45,101,5341,0
34.94,9861,5341,0
132.73,2271,5341,0
18.4,4671,5341,0
8.51,4671,5341,0
26.21,6991,5341,0
27.6,4671,5341,0
2.3,4671,5341,0
5.99,4571,5341,0
